"id","code","name","portName","maxVesselSize","maxDraft","hasConveyor","loadingCapacity","isActive","remarks","createdAt","updatedAt"
"cmhsbjrp606rdmaftrie5n7vx","JT-0001","Sangatta Berth A","Sangatta",11137.02928004162,6.32532960050752,true,306.6647734151217,true,,"2025-11-09T23:02:40.890Z","2025-11-09T23:02:40.890Z"
"cmhsbjrp806remaftttt2s3rl","JT-0002","Balikpapan Berth B","Balikpapan",10859.01435986274,8.357432610769639,true,278.9773792156794,true,,"2025-11-09T23:02:40.893Z","2025-11-09T23:02:40.893Z"
"cmhsbjrp906rfmaftdqg3hzzm","JT-0003","Banjarmasin Berth C","Banjarmasin",14556.15579363646,9.979904637829954,false,506.7482447941931,true,,"2025-11-09T23:02:40.894Z","2025-11-09T23:02:40.894Z"
"cmhsbjrpa06rgmaft9se1nztq","JT-0004","Muara Pantai Berth D","Muara Pantai",11627.61836437104,7.218350518433998,true,485.5914116498083,true,,"2025-11-09T23:02:40.895Z","2025-11-09T23:02:40.895Z"
"cmhsbjrpc06rhmaft8lcbaatu","JT-0005","Muara Pantai Berth E","Muara Pantai",19070.87178951618,6.182751651966084,false,153.8309898968571,true,,"2025-11-09T23:02:40.896Z","2025-11-09T23:02:40.896Z"
"cmhsbjrpd06rimaftrej43glt","JT-0006","Sangatta Berth F","Sangatta",9445.803178074431,6.473882992136619,true,553.9356848412851,true,,"2025-11-09T23:02:40.897Z","2025-11-09T23:02:40.897Z"
"cmhsbjrpf06rjmafthr1j5vbl","JT-0007","Banjarmasin Berth G","Banjarmasin",14906.05193568214,9.355090519378653,true,397.4722279394114,true,,"2025-11-09T23:02:40.899Z","2025-11-09T23:02:40.899Z"
"cmhsbjrpg06rkmaftq8p9nms3","JT-0008","Samarinda Berth H","Samarinda",6745.365164907543,7.066803375051363,false,383.9870327029494,true,,"2025-11-09T23:02:40.901Z","2025-11-09T23:02:40.901Z"
"cmhsbjrph06rlmaft5utf52uz","JT-0009","Muara Pantai Berth I","Muara Pantai",5975.279910955087,9.362406613316171,false,508.617142126117,true,,"2025-11-09T23:02:40.902Z","2025-11-09T23:02:40.902Z"
"cmhsbjrpi06rmmaftoffuc1tv","JT-0010","Banjarmasin Berth J","Banjarmasin",14588.42253446587,6.695705801269135,false,255.2353707704729,true,,"2025-11-09T23:02:40.903Z","2025-11-09T23:02:40.903Z"
"cmhsbjrpj06rnmaft7mkkdpsk","JT-0011","Tanjung Bara Berth K","Tanjung Bara",10096.8192504071,7.698720193054533,true,582.9335413420251,true,,"2025-11-09T23:02:40.904Z","2025-11-09T23:02:40.904Z"
"cmhsbjrpl06romaftxk3prwim","JT-0012","Samarinda Berth L","Samarinda",13888.93857089119,7.807638350124853,true,186.5607135164744,true,,"2025-11-09T23:02:40.905Z","2025-11-09T23:02:40.905Z"
"cmhsbjrpm06rpmaftdfoyv86f","JT-0013","Samarinda Berth M","Samarinda",9308.799855716785,8.921109409508208,true,260.8437509620115,true,,"2025-11-09T23:02:40.907Z","2025-11-09T23:02:40.907Z"
"cmhsbjrpn06rqmaftotihi1nz","JT-0014","Kariangau Berth N","Kariangau",8264.098224372807,7.051727925209006,false,575.2641110431257,true,,"2025-11-09T23:02:40.908Z","2025-11-09T23:02:40.908Z"
"cmhsbjrpo06rrmaft3d6ypq3j","JT-0015","Samarinda Berth O","Samarinda",9021.565605614938,9.895196510478856,true,539.4651491359413,true,,"2025-11-09T23:02:40.909Z","2025-11-09T23:02:40.909Z"
"cmhsbjrpp06rsmaft7hv9rc3d","JT-0016","Tanjung Bara Berth P","Tanjung Bara",12244.83050357894,9.674872764236426,false,132.2398452404378,true,,"2025-11-09T23:02:40.910Z","2025-11-09T23:02:40.910Z"
"cmhsbjrpq06rtmaftx98qlqmg","JT-0017","Tanjung Bara Berth Q","Tanjung Bara",16292.59419469584,7.175292894744802,false,131.7469881435236,true,,"2025-11-09T23:02:40.911Z","2025-11-09T23:02:40.911Z"
"cmhsbjrps06rumaftuifs0ktm","JT-0018","Tarakan Berth R","Tarakan",14225.99998676067,6.938422417494005,false,270.7205384497303,true,,"2025-11-09T23:02:40.912Z","2025-11-09T23:02:40.912Z"
"cmhsbjrpt06rvmaftw9zmfogp","JT-0019","Tanjung Bara Berth S","Tanjung Bara",13994.62864855136,6.171241649678879,true,364.777510877219,true,,"2025-11-09T23:02:40.913Z","2025-11-09T23:02:40.913Z"
"cmhsbjrpu06rwmaft2wl456sb","JT-0020","Samarinda Berth T","Samarinda",8988.568294005945,7.610976519027904,true,165.440277177346,true,,"2025-11-09T23:02:40.915Z","2025-11-09T23:02:40.915Z"
"cmhsbjrpw06rxmaftc51qsir1","JT-0021","Tarakan Berth U","Tarakan",14439.58330063384,7.053929425752038,true,223.0582431569545,true,,"2025-11-09T23:02:40.916Z","2025-11-09T23:02:40.916Z"
"cmhsbjrpx06rymaftf4tt3qbr","JT-0022","Sangatta Berth V","Sangatta",12840.32039285995,7.927812585348889,true,202.0091517365814,true,,"2025-11-09T23:02:40.918Z","2025-11-09T23:02:40.918Z"
"cmhsbjrpz06rzmaftqafm5dyu","JT-0023","Balikpapan Berth W","Balikpapan",13754.81302184996,6.681222352588003,true,237.0961028638225,true,,"2025-11-09T23:02:40.919Z","2025-11-09T23:02:40.919Z"
"cmhsbjrq006s0maft42p7fuu2","JT-0024","Banjarmasin Berth X","Banjarmasin",13451.18312647596,6.52354336553922,false,249.4044853857758,true,,"2025-11-09T23:02:40.920Z","2025-11-09T23:02:40.920Z"
"cmhsbjrq106s1maftejzx4vwv","JT-0025","Sangatta Berth Y","Sangatta",17017.39936862298,6.802672417318401,true,522.28051882054,true,,"2025-11-09T23:02:40.921Z","2025-11-09T23:02:40.921Z"
"cmhsbjrq206s2maft0gtfckxf","JT-0026","Balikpapan Berth Z","Balikpapan",6407.210186088183,7.209095555906728,true,495.4927269442437,true,,"2025-11-09T23:02:40.922Z","2025-11-09T23:02:40.922Z"
"cmhsbjrq306s3mafti1sn3n6g","JT-0027","Tarakan Berth A","Tarakan",16383.42734545379,6.238521623199034,false,539.3104160436919,true,,"2025-11-09T23:02:40.924Z","2025-11-09T23:02:40.924Z"
"cmhsbjrq406s4maftrbc0uiu5","JT-0028","Samarinda Berth B","Samarinda",10890.2731940085,8.092728842976616,false,383.4251698040762,true,,"2025-11-09T23:02:40.925Z","2025-11-09T23:02:40.925Z"
"cmhsbjrq506s5maft8tcjo2ro","JT-0029","Sangatta Berth C","Sangatta",7802.345820545354,7.440573016329346,false,417.9086426517264,true,,"2025-11-09T23:02:40.926Z","2025-11-09T23:02:40.926Z"
"cmhsbjrq606s6mafteu5dpwjv","JT-0030","Kariangau Berth D","Kariangau",5891.750201647066,8.810433184644378,true,426.3620125618606,true,,"2025-11-09T23:02:40.927Z","2025-11-09T23:02:40.927Z"
"cmhsbjrq706s7maft1tmgv69f","JT-0031","Tarakan Berth E","Tarakan",5481.954930903912,9.586970400592435,false,178.8638428408559,true,,"2025-11-09T23:02:40.928Z","2025-11-09T23:02:40.928Z"
"cmhsbjrq906s8maftonhwemdv","JT-0032","Muara Pantai Berth F","Muara Pantai",13217.57511270842,8.14681293327412,true,515.8087370442782,true,,"2025-11-09T23:02:40.929Z","2025-11-09T23:02:40.929Z"
"cmhsbjrqa06s9maft3m0eeh55","JT-0033","Kariangau Berth G","Kariangau",14590.99879563493,9.230668668959892,false,519.0362889049034,true,,"2025-11-09T23:02:40.930Z","2025-11-09T23:02:40.930Z"
"cmhsbjrqb06samaftrotupk5l","JT-0034","Balikpapan Berth H","Balikpapan",14975.73890332686,7.833843107360046,false,141.8864753532103,true,,"2025-11-09T23:02:40.932Z","2025-11-09T23:02:40.932Z"
"cmhsbjrqd06sbmaftf5jgtaz9","JT-0035","Kariangau Berth I","Kariangau",10897.7657194836,7.601559711617453,true,267.79103927854,true,,"2025-11-09T23:02:40.933Z","2025-11-09T23:02:40.933Z"
"cmhsbjrqe06scmaft58rgvet6","JT-0036","Samarinda Berth J","Samarinda",16237.93353760375,7.09458035565316,true,182.9924149754253,true,,"2025-11-09T23:02:40.935Z","2025-11-09T23:02:40.935Z"
"cmhsbjrqg06sdmaftkxsd86yz","JT-0037","Kariangau Berth K","Kariangau",16644.78691207594,6.877390294757723,false,494.6530168935173,true,,"2025-11-09T23:02:40.936Z","2025-11-09T23:02:40.936Z"
"cmhsbjrqh06semaftn7yhhnx4","JT-0038","Kariangau Berth L","Kariangau",19223.56753595622,8.18680395096689,false,197.5216443921003,true,,"2025-11-09T23:02:40.937Z","2025-11-09T23:02:40.937Z"
"cmhsbjrqi06sfmafta07kptsy","JT-0039","Samarinda Berth M","Samarinda",6631.444325171313,9.731625317944294,false,583.6998748627407,true,,"2025-11-09T23:02:40.938Z","2025-11-09T23:02:40.938Z"
"cmhsbjrqj06sgmaft4jjxmxwj","JT-0040","Muara Pantai Berth N","Muara Pantai",7779.710169535345,7.500545181497361,true,550.7976891200283,true,,"2025-11-09T23:02:40.940Z","2025-11-09T23:02:40.940Z"
"cmhsbjrqk06shmaftseahdedn","JT-0041","Muara Pantai Berth O","Muara Pantai",19768.44868263069,8.099923349982982,false,111.1238807175348,true,,"2025-11-09T23:02:40.941Z","2025-11-09T23:02:40.941Z"
"cmhsbjrql06simaft0q4xrchr","JT-0042","Tarakan Berth P","Tarakan",18708.92848246027,7.305581760005603,false,199.3163269619068,true,,"2025-11-09T23:02:40.942Z","2025-11-09T23:02:40.942Z"
"cmhsbjrqn06sjmaftrcux8cxx","JT-0043","Banjarmasin Berth Q","Banjarmasin",14322.85198460271,6.5547571638676,false,152.005059172367,true,,"2025-11-09T23:02:40.943Z","2025-11-09T23:02:40.943Z"
"cmhsbjrqo06skmaftgkmegem0","JT-0044","Kariangau Berth R","Kariangau",6917.523248000746,8.249553476344932,false,284.9071273016519,true,,"2025-11-09T23:02:40.944Z","2025-11-09T23:02:40.944Z"
"cmhsbjrqp06slmaft99xf6u6r","JT-0045","Muara Pantai Berth S","Muara Pantai",9323.320097252905,9.97766957492127,true,147.4159258392984,true,,"2025-11-09T23:02:40.945Z","2025-11-09T23:02:40.945Z"
"cmhsbjrqq06smmaft7ujrdbaj","JT-0046","Kariangau Berth T","Kariangau",10925.53454623331,6.164841317116642,false,161.4935353122387,true,,"2025-11-09T23:02:40.946Z","2025-11-09T23:02:40.946Z"
"cmhsbjrqr06snmaftof83sdng","JT-0047","Sangatta Berth U","Sangatta",15582.27852350482,8.447523047354531,false,363.7288127553696,true,,"2025-11-09T23:02:40.947Z","2025-11-09T23:02:40.947Z"
"cmhsbjrqt06somaftjj0muwvh","JT-0048","Tarakan Berth V","Tarakan",11506.08198545934,9.232004368203778,false,362.9577777999885,true,,"2025-11-09T23:02:40.949Z","2025-11-09T23:02:40.949Z"
"cmhsbjrqu06spmaftztigxy9q","JT-0049","Samarinda Berth W","Samarinda",15235.63881961697,7.148694705223461,false,187.4896290891572,true,,"2025-11-09T23:02:40.951Z","2025-11-09T23:02:40.951Z"
